ID,total_read_counts_virema,total_read_counts_ditector,sample,start,end,DVG_type
19368_24009,0,1,P1,19368,24009,insertion
23865_24012,0,1,P1,23865,24012,insertion
23788_24030,2,1,P1,23788,24030,insertion
20514_24031,0,1,P1,20514,24031,insertion
23657_24035,0,1,P1,23657,24035,insertion
23794_24036,0,1,P1,23794,24036,insertion
22834_24038,0,1,P1,22834,24038,insertion
23825_24046,0,1,P1,23825,24046,insertion
23859_24094,0,1,P1,23859,24094,insertion
23734_24095,0,2,P1,23734,24095,insertion
23745_24096,0,1,P1,23745,24096,insertion
22545_24097,0,1,P1,22545,24097,insertion
23672_24097,0,1,P1,23672,24097,insertion
2179_24112,0,1,P1,2179,24112,insertion
16798_24144,1,1,P1,16798,24144,insertion
24147_24147,1,0,P1,24147,24147,insertion
21376_24165,0,1,P1,21376,24165,insertion
577_24180,0,1,P1,577,24180,insertion
1855_2419,0,1,P1,1855,2419,insertion
21682_24204,0,1,P1,21682,24204,insertion
702_24242,0,1,P1,702,24242,insertion
10039_24247,0,1,P1,10039,24247,insertion
9734_24272,0,1,P1,9734,24272,insertion
9739_24277,0,1,P1,9739,24277,insertion
19590_24286,0,1,P1,19590,24286,insertion
23803_24286,0,1,P1,23803,24286,insertion
24092_24298,0,1,P1,24092,24298,insertion
1239_24299,0,1,P1,1239,24299,insertion
15506_24300,0,1,P1,15506,24300,insertion
24030_24305,0,2,P1,24030,24305,insertion
24315_24315,1,0,P1,24315,24315,insertion
19012_24326,1,2,P1,19012,24326,insertion
24216_24329,0,2,P1,24216,24329,insertion
24219_24332,3,1,P1,24219,24332,insertion
24220_24333,0,1,P1,24220,24333,insertion
24221_24334,0,1,P1,24221,24334,insertion
24054_24335,0,1,P1,24054,24335,insertion
24222_24335,18,4,P1,24222,24335,insertion
5_24340,1,1,P1,5,24340,insertion
23919_24341,1,1,P1,23919,24341,insertion
23943_24341,0,1,P1,23943,24341,insertion
24231_24344,0,13,P1,24231,24344,insertion
4_24351,0,1,P1,4,24351,insertion
23438_24352,0,1,P1,23438,24352,insertion
23797_24352,0,2,P1,23797,24352,insertion
24355_24355,2,0,P1,24355,24355,insertion
1678_24396,1,1,P1,1678,24396,insertion
23796_24400,0,1,P1,23796,24400,insertion
23420_24401,0,1,P1,23420,24401,insertion
767_24416,0,1,P1,767,24416,insertion
24407_24417,0,1,P1,24407,24417,insertion
23983_24426,0,4,P1,23983,24426,insertion
24091_24426,0,1,P1,24091,24426,insertion
903_24428,0,1,P1,903,24428,insertion
22027_24433,0,2,P1,22027,24433,insertion
4_24436,0,2,P1,4,24436,insertion
19681_24438,0,1,P1,19681,24438,insertion
22114_24454,0,1,P1,22114,24454,insertion
23801_24454,0,1,P1,23801,24454,insertion
24455_24455,1,0,P1,24455,24455,insertion
24131_24468,1,1,P1,24131,24468,insertion
24379_24484,5,1,P1,24379,24484,insertion
24387_24492,0,4,P1,24387,24492,insertion
24431_24499,0,1,P1,24431,24499,insertion
36_244,0,2,P1,36,244,insertion
24435_24503,0,4,P1,24435,24503,insertion
8728_24521,0,1,P1,8728,24521,insertion
24039_24524,1,1,P1,24039,24524,insertion
24539_24539,1,0,P1,24539,24539,insertion
23650_24552,1,1,P1,23650,24552,insertion
1883_2459,0,1,P1,1883,2459,insertion
18047_24603,0,1,P1,18047,24603,insertion
23456_24661,0,1,P1,23456,24661,insertion
24556_24717,1,1,P1,24556,24717,insertion
24560_24721,0,1,P1,24560,24721,insertion
5978_24745,0,1,P1,5978,24745,insertion
24747_24747,3,0,P1,24747,24747,insertion
1558_2474,0,2,P1,1558,2474,insertion
24451_24751,0,1,P1,24451,24751,insertion
15524_24795,0,2,P1,15524,24795,insertion
20452_24803,0,3,P1,20452,24803,insertion
22495_24803,0,1,P1,22495,24803,insertion
20453_24804,3,0,P1,20453,24804,insertion
24568_24818,1,1,P1,24568,24818,insertion
24401_24830,1,1,P1,24401,24830,insertion
24037_24831,1,1,P1,24037,24831,insertion
24833_24833,1,0,P1,24833,24833,insertion
24438_24877,0,1,P1,24438,24877,insertion
14882_24885,1,0,P1,14882,24885,insertion
2120_2488,0,1,P1,2120,2488,insertion
2122_2490,1,0,P1,2122,2490,insertion
24354_24917,0,1,P1,24354,24917,insertion
24848_24926,0,1,P1,24848,24926,insertion
852_2492,0,1,P1,852,2492,insertion
5768_24942,0,1,P1,5768,24942,insertion
1907_2494,1,2,P1,1907,2494,insertion
24352_24950,1,1,P1,24352,24950,insertion
24433_24950,2,2,P1,24433,24950,insertion
24962_24962,1,0,P1,24962,24962,insertion
24482_24971,1,1,P1,24482,24971,insertion
24478_24973,1,1,P1,24478,24973,insertion
11257_24979,0,1,P1,11257,24979,insertion
1443_2499,0,1,P1,1443,2499,insertion
24481_25007,1,0,P1,24481,25007,insertion
24722_25008,1,1,P1,24722,25008,insertion
2166_2500,1,2,P1,2166,2500,insertion
24485_25010,0,1,P1,24485,25010,insertion
1581_2501,2,2,P1,1581,2501,insertion
1613_2501,1,1,P1,1613,2501,insertion
2122_2501,0,1,P1,2122,2501,insertion
24388_25023,1,1,P1,24388,25023,insertion
11_25025,1,0,P1,11,25025,insertion
11976_25046,0,1,P1,11976,25046,insertion
17026_25067,0,1,P1,17026,25067,insertion
18667_25075,0,1,P1,18667,25075,insertion
24490_25101,0,1,P1,24490,25101,insertion
4_2510,1,1,P1,4,2510,insertion
23872_25115,1,1,P1,23872,25115,insertion
2426_2512,0,1,P1,2426,2512,insertion
2426_2513,4,1,P1,2426,2513,insertion
24506_25141,0,1,P1,24506,25141,insertion
24552_25141,1,1,P1,24552,25141,insertion
12617_25159,0,1,P1,12617,25159,insertion
11709_25174,1,1,P1,11709,25174,insertion
2431_2518,0,1,P1,2431,2518,insertion
25054_25191,1,5,P1,25054,25191,insertion
25055_25192,0,1,P1,25055,25192,insertion
25056_25193,1,3,P1,25056,25193,insertion
25057_25194,1,4,P1,25057,25194,insertion
25059_25196,34,13,P1,25059,25196,insertion
25060_25197,0,2,P1,25060,25197,insertion
25061_25198,0,3,P1,25061,25198,insertion
25062_25199,0,2,P1,25062,25199,insertion
2432_2519,1,2,P1,2432,2519,insertion
25064_25201,0,1,P1,25064,25201,insertion
25065_25202,0,3,P1,25065,25202,insertion
25068_25205,1,26,P1,25068,25205,insertion
25072_25209,0,1,P1,25072,25209,insertion
4587_25211,1,1,P1,4587,25211,insertion
25166_25237,2,1,P1,25166,25237,insertion
25171_25242,0,1,P1,25171,25242,insertion
25198_25260,4,1,P1,25198,25260,insertion
25200_25262,0,3,P1,25200,25262,insertion
25203_25265,0,1,P1,25203,25265,insertion
25204_25266,0,3,P1,25204,25266,insertion
25209_25271,0,2,P1,25209,25271,insertion
25284_25284,2,0,P1,25284,25284,insertion
2531_2531,1,0,P1,2531,2531,insertion
24823_25327,0,1,P1,24823,25327,insertion
25347_25347,1,0,P1,25347,25347,insertion
25235_25350,1,1,P1,25235,25350,insertion
11943_25355,1,1,P1,11943,25355,insertion
25387_25387,2,0,P1,25387,25387,insertion
2086_2538,0,1,P1,2086,2538,insertion
1613_25393,0,1,P1,1613,25393,insertion
21201_25413,1,1,P1,21201,25413,insertion
13152_25416,1,1,P1,13152,25416,insertion
2121_2541,1,1,P1,2121,2541,insertion
2161_2542,0,1,P1,2161,2542,insertion
3593_25432,0,1,P1,3593,25432,insertion
18821_25448,0,1,P1,18821,25448,insertion
21017_25450,0,1,P1,21017,25450,insertion
12613_25458,0,2,P1,12613,25458,insertion
25160_25462,1,7,P1,25160,25462,insertion
25164_25466,0,2,P1,25164,25466,insertion
25165_25467,0,1,P1,25165,25467,insertion
25167_25469,0,1,P1,25167,25469,insertion
25168_25470,1,2,P1,25168,25470,insertion
9819_25498,1,1,P1,9819,25498,insertion
25324_25512,0,1,P1,25324,25512,insertion
1612_2551,0,1,P1,1612,2551,insertion
21578_25529,0,1,P1,21578,25529,insertion
2087_2558,0,1,P1,2087,2558,insertion
8724_25590,1,0,P1,8724,25590,insertion
25592_25592,1,0,P1,25592,25592,insertion
25231_25596,0,1,P1,25231,25596,insertion
25612_25612,1,0,P1,25612,25612,insertion
25670_25670,1,0,P1,25670,25670,insertion
25701_25701,2,0,P1,25701,25701,insertion
6_25754,0,1,P1,6,25754,insertion
3001_25765,0,1,P1,3001,25765,insertion
2121_2576,1,1,P1,2121,2576,insertion
25772_25772,6,0,P1,25772,25772,insertion
25777_25777,2,0,P1,25777,25777,insertion
195_257,1,1,P1,195,257,insertion
2081_2580,0,1,P1,2081,2580,insertion
7680_25813,0,1,P1,7680,25813,insertion
1048_25828,0,1,P1,1048,25828,insertion
25332_25846,2,2,P1,25332,25846,insertion
2086_2585,0,2,P1,2086,2585,insertion
25863_25863,1,0,P1,25863,25863,insertion
25436_25895,1,1,P1,25436,25895,insertion
25467_25899,0,1,P1,25467,25899,insertion
25595_25918,1,1,P1,25595,25918,insertion
18941_25939,1,1,P1,18941,25939,insertion
263_25940,0,2,P1,263,25940,insertion
25914_25945,0,1,P1,25914,25945,insertion
24600_25949,1,1,P1,24600,25949,insertion
18080_25973,0,1,P1,18080,25973,insertion
25566_26005,1,1,P1,25566,26005,insertion
13197_26006,0,1,P1,13197,26006,insertion
12981_26013,0,1,P1,12981,26013,insertion
25600_26014,0,1,P1,25600,26014,insertion
25588_26019,1,1,P1,25588,26019,insertion
20595_26020,0,2,P1,20595,26020,insertion
25250_26050,0,1,P1,25250,26050,insertion
25894_26061,0,1,P1,25894,26061,insertion
26065_26065,2,0,P1,26065,26065,insertion
25449_26078,0,1,P1,25449,26078,insertion
25535_26120,0,1,P1,25535,26120,insertion
20371_26122,0,1,P1,20371,26122,insertion
25351_26128,0,1,P1,25351,26128,insertion
25889_26154,0,2,P1,25889,26154,insertion
1_26157,1,0,P1,1,26157,insertion
25511_26160,0,1,P1,25511,26160,insertion
25890_26164,0,1,P1,25890,26164,insertion
8735_26207,0,1,P1,8735,26207,insertion
25701_26251,0,1,P1,25701,26251,insertion
25856_26263,0,2,P1,25856,26263,insertion
15389_26268,1,1,P1,15389,26268,insertion
25514_26268,0,1,P1,25514,26268,insertion
25862_26268,0,2,P1,25862,26268,insertion
25889_26288,1,1,P1,25889,26288,insertion
25205_26293,0,1,P1,25205,26293,insertion
6315_26293,0,2,P1,6315,26293,insertion
25249_26295,0,2,P1,25249,26295,insertion
25907_26315,1,1,P1,25907,26315,insertion
20445_26319,0,1,P1,20445,26319,insertion
20448_26322,1,0,P1,20448,26322,insertion
26322_26322,3,0,P1,26322,26322,insertion
13156_26323,1,1,P1,13156,26323,insertion
25868_26327,0,1,P1,25868,26327,insertion
26327_26327,1,0,P1,26327,26327,insertion
25878_26329,1,1,P1,25878,26329,insertion
24401_26332,1,1,P1,24401,26332,insertion
25586_26335,0,1,P1,25586,26335,insertion
25699_26335,0,1,P1,25699,26335,insertion
25643_26337,0,2,P1,25643,26337,insertion
25701_26337,1,1,P1,25701,26337,insertion
19730_26340,0,1,P1,19730,26340,insertion
24170_26351,0,2,P1,24170,26351,insertion
1340_26354,0,2,P1,1340,26354,insertion
1494_26355,1,1,P1,1494,26355,insertion
26265_26357,0,1,P1,26265,26357,insertion
1054_26366,2,2,P1,1054,26366,insertion
20743_26375,1,1,P1,20743,26375,insertion
25866_26400,0,1,P1,25866,26400,insertion
2259_26404,1,1,P1,2259,26404,insertion
26408_26408,3,0,P1,26408,26408,insertion
21333_26412,0,1,P1,21333,26412,insertion
26296_26423,1,1,P1,26296,26423,insertion
3998_26438,2,2,P1,3998,26438,insertion
23430_26443,0,1,P1,23430,26443,insertion
25852_26454,0,1,P1,25852,26454,insertion
16391_26462,0,1,P1,16391,26462,insertion
26121_26477,0,1,P1,26121,26477,insertion
112_2647,0,1,P1,112,2647,insertion
12830_26488,0,1,P1,12830,26488,insertion
20590_26489,1,1,P1,20590,26489,insertion
25384_26504,0,2,P1,25384,26504,insertion
451_26507,0,1,P1,451,26507,insertion
20030_26509,1,1,P1,20030,26509,insertion
4149_26525,1,0,P1,4149,26525,insertion
25366_26544,0,1,P1,25366,26544,insertion
24443_26567,1,1,P1,24443,26567,insertion
4_26572,0,1,P1,4,26572,insertion
21104_26575,1,1,P1,21104,26575,insertion
24983_26588,2,2,P1,24983,26588,insertion
16484_26599,0,2,P1,16484,26599,insertion
13147_26602,0,1,P1,13147,26602,insertion
16496_26603,0,1,P1,16496,26603,insertion
13294_26611,0,1,P1,13294,26611,insertion
1_26612,0,1,P1,1,26612,insertion
16962_26615,0,1,P1,16962,26615,insertion
25331_26621,0,1,P1,25331,26621,insertion
21154_26640,1,0,P1,21154,26640,insertion
21161_26640,1,1,P1,21161,26640,insertion
26079_26640,1,1,P1,26079,26640,insertion
4572_26644,1,1,P1,4572,26644,insertion
21160_26645,0,1,P1,21160,26645,insertion
25943_26647,0,1,P1,25943,26647,insertion
26562_26652,0,4,P1,26562,26652,insertion
24611_26653,0,1,P1,24611,26653,insertion
24613_26655,1,0,P1,24613,26655,insertion
26567_26656,13,2,P1,26567,26656,insertion
25470_26657,0,1,P1,25470,26657,insertion
26569_26658,0,9,P1,26569,26658,insertion
26658_26658,1,0,P1,26658,26658,insertion
22265_26664,0,1,P1,22265,26664,insertion
26247_26671,0,2,P1,26247,26671,insertion
26683_26683,3,0,P1,26683,26683,insertion
25192_26690,0,1,P1,25192,26690,insertion
25197_26696,1,0,P1,25197,26696,insertion
26300_26708,2,2,P1,26300,26708,insertion
26569_26715,0,1,P1,26569,26715,insertion
26571_26717,0,1,P1,26571,26717,insertion
4458_26721,0,1,P1,4458,26721,insertion
4459_26722,1,0,P1,4459,26722,insertion
4_26768,0,1,P1,4,26768,insertion
26689_26791,1,0,P1,26689,26791,insertion
21191_26795,0,1,P1,21191,26795,insertion
6712_26810,0,1,P1,6712,26810,insertion
26102_26828,1,1,P1,26102,26828,insertion
19685_26860,0,1,P1,19685,26860,insertion
23601_26864,0,4,P1,23601,26864,insertion
12205_26871,0,1,P1,12205,26871,insertion
22330_26887,0,1,P1,22330,26887,insertion
23790_26911,0,1,P1,23790,26911,insertion
17251_26914,0,1,P1,17251,26914,insertion
26816_26918,0,2,P1,26816,26918,insertion
26880_26932,1,1,P1,26880,26932,insertion
26808_26942,0,1,P1,26808,26942,insertion
21249_26946,1,1,P1,21249,26946,insertion
26984_26984,1,0,P1,26984,26984,insertion
15169_26987,0,2,P1,15169,26987,insertion
2467_2698,1,1,P1,2467,2698,insertion
26367_27026,1,1,P1,26367,27026,insertion
13502_27043,0,1,P1,13502,27043,insertion
18178_27046,8,6,P1,18178,27046,insertion
18179_27047,13,22,P1,18179,27047,insertion
5_27049,0,1,P1,5,27049,insertion
27052_27052,1,0,P1,27052,27052,insertion
27091_27091,1,0,P1,27091,27091,insertion
16302_27112,0,1,P1,16302,27112,insertion
24837_27113,0,1,P1,24837,27113,insertion
27113_27113,1,0,P1,27113,27113,insertion
23606_27114,0,1,P1,23606,27114,insertion
11441_27139,0,1,P1,11441,27139,insertion
27106_27158,0,1,P1,27106,27158,insertion
26276_27204,1,1,P1,26276,27204,insertion
26944_27222,1,1,P1,26944,27222,insertion
27230_27230,2,0,P1,27230,27230,insertion
26879_27234,1,1,P1,26879,27234,insertion
4_27246,1,1,P1,4,27246,insertion
27238_27249,0,1,P1,27238,27249,insertion
27219_27264,0,1,P1,27219,27264,insertion
26611_27272,0,1,P1,26611,27272,insertion
27123_27276,0,1,P1,27123,27276,insertion
23573_27286,0,1,P1,23573,27286,insertion
27320_27320,1,0,P1,27320,27320,insertion
27259_27322,1,1,P1,27259,27322,insertion
12007_27335,0,1,P1,12007,27335,insertion
24151_27347,1,1,P1,24151,27347,insertion
27271_27347,0,3,P1,27271,27347,insertion
8267_27348,0,3,P1,8267,27348,insertion
27382_27382,1,0,P1,27382,27382,insertion
25569_27406,1,1,P1,25569,27406,insertion
26427_27411,1,1,P1,26427,27411,insertion
24669_27450,0,2,P1,24669,27450,insertion
26960_27452,1,1,P1,26960,27452,insertion
17282_27453,0,1,P1,17282,27453,insertion
26948_27453,1,1,P1,26948,27453,insertion
26562_27454,0,2,P1,26562,27454,insertion
27053_27455,2,2,P1,27053,27455,insertion
27177_27456,1,1,P1,27177,27456,insertion
27182_27459,0,1,P1,27182,27459,insertion
25101_27467,1,1,P1,25101,27467,insertion
2241_27470,0,1,P1,2241,27470,insertion
27479_27479,2,0,P1,27479,27479,insertion
21240_27484,0,1,P1,21240,27484,insertion
5_27497,0,1,P1,5,27497,insertion
27277_27498,1,1,P1,27277,27498,insertion
19648_27504,2,2,P1,19648,27504,insertion
27107_27504,1,1,P1,27107,27504,insertion
26772_27505,0,2,P1,26772,27505,insertion
27420_27508,0,4,P1,27420,27508,insertion
6352_27508,0,1,P1,6352,27508,insertion
7_27512,0,1,P1,7,27512,insertion
7495_27513,0,1,P1,7495,27513,insertion
21254_27515,0,1,P1,21254,27515,insertion
27464_27516,0,2,P1,27464,27516,insertion
3072_27531,0,1,P1,3072,27531,insertion
27463_27538,1,1,P1,27463,27538,insertion
8944_27540,0,1,P1,8944,27540,insertion
18766_27545,0,1,P1,18766,27545,insertion
27479_27548,0,1,P1,27479,27548,insertion
2473_2754,1,1,P1,2473,2754,insertion
9542_27557,0,1,P1,9542,27557,insertion
2123_2756,1,1,P1,2123,2756,insertion
27106_27575,0,1,P1,27106,27575,insertion
27108_27577,1,0,P1,27108,27577,insertion
9464_27589,0,1,P1,9464,27589,insertion
27175_27591,0,1,P1,27175,27591,insertion
26256_27594,0,1,P1,26256,27594,insertion
27184_27600,1,0,P1,27184,27600,insertion
27616_27616,1,0,P1,27616,27616,insertion
27662_27662,3,0,P1,27662,27662,insertion
27288_27675,1,1,P1,27288,27675,insertion
27211_27678,0,1,P1,27211,27678,insertion
2007_27680,0,1,P1,2007,27680,insertion
26588_27681,1,1,P1,26588,27681,insertion
27315_27686,0,1,P1,27315,27686,insertion
16523_27688,0,1,P1,16523,27688,insertion
27378_27698,0,1,P1,27378,27698,insertion
26080_27701,1,1,P1,26080,27701,insertion
27381_27703,0,1,P1,27381,27703,insertion
19545_27738,0,1,P1,19545,27738,insertion
7853_27741,0,16,P1,7853,27741,insertion
20392_27752,4,2,P1,20392,27752,insertion
30_27755,9,0,P1,30,27755,insertion
55_27780,1,0,P1,55,27780,insertion
27781_27781,6,0,P1,27781,27781,insertion
23557_27782,0,1,P1,23557,27782,insertion
18767_27786,0,1,P1,18767,27786,insertion
171_27806,0,1,P1,171,27806,insertion
11872_27808,0,1,P1,11872,27808,insertion
120_27808,1,1,P1,120,27808,insertion
762_27820,0,1,P1,762,27820,insertion
18298_27836,0,2,P1,18298,27836,insertion
25716_27841,1,1,P1,25716,27841,insertion
1073_27850,0,1,P1,1073,27850,insertion
4_27865,1,0,P1,4,27865,insertion
7430_27867,0,2,P1,7430,27867,insertion
27875_27875,1,0,P1,27875,27875,insertion
5523_27890,0,1,P1,5523,27890,insertion
12305_27892,0,1,P1,12305,27892,insertion
27606_27894,3,1,P1,27606,27894,insertion
27472_27901,1,1,P1,27472,27901,insertion
27614_27902,0,1,P1,27614,27902,insertion
27618_27906,0,2,P1,27618,27906,insertion
26852_27907,1,1,P1,26852,27907,insertion
962_27912,1,1,P1,962,27912,insertion
27923_27923,2,0,P1,27923,27923,insertion
12962_27938,0,3,P1,12962,27938,insertion
27950_27950,1,0,P1,27950,27950,insertion
8816_27952,0,1,P1,8816,27952,insertion
27592_27966,0,1,P1,27592,27966,insertion
27967_27967,1,0,P1,27967,27967,insertion
4_27976,1,1,P1,4,27976,insertion
47_27992,1,1,P1,47,27992,insertion
23578_27994,0,1,P1,23578,27994,insertion
14645_27997,0,1,P1,14645,27997,insertion
2009_28002,1,1,P1,2009,28002,insertion
5_28009,1,1,P1,5,28009,insertion
27680_28031,1,1,P1,27680,28031,insertion
27682_28033,1,1,P1,27682,28033,insertion
2911_28033,0,1,P1,2911,28033,insertion
19292_28035,1,1,P1,19292,28035,insertion
26354_28035,0,1,P1,26354,28035,insertion
26355_28035,0,3,P1,26355,28035,insertion
14081_28036,0,1,P1,14081,28036,insertion
20932_28036,0,2,P1,20932,28036,insertion
26355_28036,0,10,P1,26355,28036,insertion
20934_28038,0,1,P1,20934,28038,insertion
27839_28038,0,1,P1,27839,28038,insertion
4064_28041,0,1,P1,4064,28041,insertion
27909_28044,0,73,P1,27909,28044,insertion
27910_28045,0,44,P1,27910,28045,insertion
28038_28047,0,2,P1,28038,28047,insertion
28039_28048,0,1,P1,28039,28048,insertion
27682_28051,1,1,P1,27682,28051,insertion
27588_28079,1,1,P1,27588,28079,insertion
27796_28098,0,1,P1,27796,28098,insertion
27689_28111,2,2,P1,27689,28111,insertion
27537_28118,1,1,P1,27537,28118,insertion
28146_28146,1,0,P1,28146,28146,insertion
9188_28151,0,1,P1,9188,28151,insertion
28081_28156,0,1,P1,28081,28156,insertion
28083_28158,0,2,P1,28083,28158,insertion
27683_28176,0,1,P1,27683,28176,insertion
27678_28178,0,1,P1,27678,28178,insertion
26649_28180,2,2,P1,26649,28180,insertion
27128_28186,0,2,P1,27128,28186,insertion
27963_28187,0,3,P1,27963,28187,insertion
14918_28194,0,1,P1,14918,28194,insertion
22607_28194,0,1,P1,22607,28194,insertion
27465_28194,1,1,P1,27465,28194,insertion
7122_28196,1,0,P1,7122,28196,insertion
28200_28200,3,0,P1,28200,28200,insertion
10413_28204,0,1,P1,10413,28204,insertion
10414_28205,0,1,P1,10414,28205,insertion
28217_28217,2,0,P1,28217,28217,insertion
803_28219,0,1,P1,803,28219,insertion
27682_28229,1,1,P1,27682,28229,insertion
15691_28235,0,1,P1,15691,28235,insertion
17116_28241,2,2,P1,17116,28241,insertion
16093_28243,0,2,P1,16093,28243,insertion
22420_28243,0,1,P1,22420,28243,insertion
28247_28247,4,0,P1,28247,28247,insertion
21205_28257,0,1,P1,21205,28257,insertion
21210_28262,0,1,P1,21210,28262,insertion
28221_28269,0,1,P1,28221,28269,insertion
28178_28278,2,1,P1,28178,28278,insertion
9815_28280,0,1,P1,9815,28280,insertion
21_28286,1,0,P1,21,28286,insertion
28186_28286,0,1,P1,28186,28286,insertion
27899_28312,1,1,P1,27899,28312,insertion
17166_28324,0,1,P1,17166,28324,insertion
2299_2833,1,0,P1,2299,2833,insertion
23792_28340,0,1,P1,23792,28340,insertion
21647_28342,0,1,P1,21647,28342,insertion
27589_28342,0,1,P1,27589,28342,insertion
28285_28345,1,0,P1,28285,28345,insertion
28224_28350,0,1,P1,28224,28350,insertion
28351_28351,2,0,P1,28351,28351,insertion
2835_2835,15,0,P1,2835,2835,insertion
23122_28361,0,1,P1,23122,28361,insertion
289_28369,0,1,P1,289,28369,insertion
2305_2838,0,1,P1,2305,2838,insertion
18061_28392,2,2,P1,18061,28392,insertion
28361_28396,0,2,P1,28361,28396,insertion
20149_28397,1,1,P1,20149,28397,insertion
28009_28397,1,1,P1,28009,28397,insertion
28010_28399,2,0,P1,28010,28399,insertion
28021_28409,0,23,P1,28021,28409,insertion
28024_28412,0,74,P1,28024,28412,insertion
28025_28413,0,3,P1,28025,28413,insertion
28367_28423,0,1,P1,28367,28423,insertion
28373_28431,0,1,P1,28373,28431,insertion
26959_28439,1,0,P1,26959,28439,insertion
28440_28440,1,0,P1,28440,28440,insertion
222_28444,1,0,P1,222,28444,insertion
2690_2845,0,2,P1,2690,2845,insertion
9856_28472,0,1,P1,9856,28472,insertion
15594_28499,0,1,P1,15594,28499,insertion
28426_28508,0,1,P1,28426,28508,insertion
28514_28514,2,0,P1,28514,28514,insertion
27220_28535,1,1,P1,27220,28535,insertion
19175_28553,0,1,P1,19175,28553,insertion
19556_28561,1,1,P1,19556,28561,insertion
28003_28579,2,2,P1,28003,28579,insertion
28275_28580,1,1,P1,28275,28580,insertion
27800_28581,1,1,P1,27800,28581,insertion
26565_28595,0,1,P1,26565,28595,insertion
8263_28602,0,1,P1,8263,28602,insertion
24725_28619,0,1,P1,24725,28619,insertion
7732_28635,0,1,P1,7732,28635,insertion
27573_28669,0,2,P1,27573,28669,insertion
28676_28676,13,0,P1,28676,28676,insertion
28377_28692,0,1,P1,28377,28692,insertion
28379_28694,1,1,P1,28379,28694,insertion
28694_28694,1,0,P1,28694,28694,insertion
16451_28702,0,1,P1,16451,28702,insertion
23408_28702,0,1,P1,23408,28702,insertion
28278_28704,1,2,P1,28278,28704,insertion
28021_28711,1,1,P1,28021,28711,insertion
13_28723,0,1,P1,13,28723,insertion
14_28724,1,0,P1,14,28724,insertion
19065_28724,0,1,P1,19065,28724,insertion
28313_28750,3,1,P1,28313,28750,insertion
28315_28752,0,2,P1,28315,28752,insertion
28752_28752,7,0,P1,28752,28752,insertion
28347_28753,0,1,P1,28347,28753,insertion
28143_28758,0,1,P1,28143,28758,insertion
28352_28758,1,0,P1,28352,28758,insertion
6834_28778,0,1,P1,6834,28778,insertion
19141_28782,0,1,P1,19141,28782,insertion
28700_28786,1,0,P1,28700,28786,insertion
2770_2878,0,1,P1,2770,2878,insertion
23895_28791,2,2,P1,23895,28791,insertion
2771_2879,0,1,P1,2771,2879,insertion
6_28831,0,3,P1,6,28831,insertion
28761_28833,0,1,P1,28761,28833,insertion
28441_28846,1,1,P1,28441,28846,insertion
4_28846,1,1,P1,4,28846,insertion
27033_28867,0,2,P1,27033,28867,insertion
20720_28885,0,1,P1,20720,28885,insertion
20721_28886,0,1,P1,20721,28886,insertion
5_28887,1,0,P1,5,28887,insertion
769_28890,1,1,P1,769,28890,insertion
24894_28895,0,1,P1,24894,28895,insertion
24897_28898,3,0,P1,24897,28898,insertion
2944_28899,2,2,P1,2944,28899,insertion
24907_28905,0,3,P1,24907,28905,insertion
28119_28909,0,1,P1,28119,28909,insertion
4_28917,2,2,P1,4,28917,insertion
14226_28931,0,1,P1,14226,28931,insertion
24971_28933,0,1,P1,24971,28933,insertion
20731_28942,0,2,P1,20731,28942,insertion
28850_28945,0,3,P1,28850,28945,insertion
1931_2894,0,1,P1,1931,2894,insertion
6_28970,0,1,P1,6,28970,insertion
25345_28974,0,1,P1,25345,28974,insertion
28621_28979,1,1,P1,28621,28979,insertion
23316_29005,0,1,P1,23316,29005,insertion
3_29008,0,1,P1,3,29008,insertion
3_29011,0,1,P1,3,29011,insertion
29013_29013,1,0,P1,29013,29013,insertion
27225_29027,0,1,P1,27225,29027,insertion
29027_29027,1,0,P1,29027,29027,insertion
28821_29031,0,2,P1,28821,29031,insertion
28466_29032,1,1,P1,28466,29032,insertion
28866_29046,0,1,P1,28866,29046,insertion
28870_29050,0,2,P1,28870,29050,insertion
29059_29059,1,0,P1,29059,29059,insertion
10588_29066,0,1,P1,10588,29066,insertion
28338_29079,1,1,P1,28338,29079,insertion
8733_29080,0,1,P1,8733,29080,insertion
28743_29081,2,2,P1,28743,29081,insertion
27678_29086,1,1,P1,27678,29086,insertion
4_2908,0,2,P1,4,2908,insertion
25911_29092,0,1,P1,25911,29092,insertion
28231_29092,0,2,P1,28231,29092,insertion
29092_29092,1,0,P1,29092,29092,insertion
3_29099,0,1,P1,3,29099,insertion
1509_29100,0,2,P1,1509,29100,insertion
25182_29101,2,2,P1,25182,29101,insertion
25419_29115,0,1,P1,25419,29115,insertion
3_29116,2,2,P1,3,29116,insertion
7474_29139,2,2,P1,7474,29139,insertion
29057_29158,0,3,P1,29057,29158,insertion
7_29159,1,0,P1,7,29159,insertion
29059_29160,0,1,P1,29059,29160,insertion
29063_29164,0,1,P1,29063,29164,insertion
29065_29166,0,8,P1,29065,29166,insertion
29067_29168,0,1,P1,29067,29168,insertion
29069_29170,0,6,P1,29069,29170,insertion
1821_29173,0,1,P1,1821,29173,insertion
28708_29185,2,1,P1,28708,29185,insertion
4449_29191,0,1,P1,4449,29191,insertion
28892_29229,0,1,P1,28892,29229,insertion
